;link;id;Landscape;Portrait;Documentary;Other (photo) with description;Text;Other (picture) with description;Directly related;Indirectly related;Positiv;Negative;Likeseeker;refugees help;meeting refugees;sea crossing;public demonstration;refugees documentary;konferenz;opinion;ref. Lager;humnanism;others;;;;
127394;https://www.instagram.com/p/_NWih5I22p/;1138665410672160169_343277266;;;;;;;;;;;;;;;;;;;;;;;;;
132380;https://www.instagram.com/p/-Jydtwud5L/;1119647926704528971_174448702;;;;;;;;;;;;;;;;;;;;;;;;;
56253;https://www.instagram.com/p/7h8L82BL3L/;1072402890326588875_6225302;;;;;;;;;;;;;;;;;;;;;;;;;
39225;https://www.instagram.com/p/8anayTMjXY/;1088355624492873176_1520938212;;;;;;;;;;;;;;;;;;;;;;;;;
22493;https://www.instagram.com/p/-DJrjygfvI/;1117779708302457800_341655125;;;;;;;;;;;;;;;;;;;;;;;;;
26353;https://www.instagram.com/p/9qSmKmMcLf/;1110782045655778015_43563183;;;;;;;;;;;;;;;;;;;;;;;;;
137568;https://www.instagram.com/p/7MMqRArsq3/;1066282892821187255_252507993;;;;;;;;;;;;;;;;;;;;;;;;;
71998;https://www.instagram.com/p/7FwARLxdyx/;1064468011626650801_2121874470;;;;;;;;;;;;;;;;;;;;;;;;;
75024;https://www.instagram.com/p/6qfhVjJDnS/;1056795692894534098_1593567317;;;;;;;;;;;;;;;;;;;;;;;;;
52830;https://www.instagram.com/p/7pSkPLJ2Mz/;1074471641136194355_1547552519;;;;;;;;;;;;;;;;;;;;;;;;;
136752;https://www.instagram.com/p/7SGEaEHHvE/;1067942752783465412_177201821;;;;;;;;;;;;;;;;;;;;;;;;;
61711;https://www.instagram.com/p/7V1UbvQ0VW/;1068994987208951126_1984199304;;;;;;;;;;;;;;;;;;;;;;;;;
127842;https://www.instagram.com/p/_Hn615BTs2/;1137052998342884150_1259350333;;;;;;;;;;;;;;;;;;;;;;;;;
56157;https://www.instagram.com/p/7iB6nyxFO1/;1072428087771419573_1463949371;;;;;;;;;;;;;;;;;;;;;;;;;
12722;https://www.instagram.com/p/-ezFbxBcZo/;1125561630672143976_2175675368;;;;;;;;;;;;;;;;;;;;;;;;;
112686;https://www.instagram.com/p/MSU2E_og6J/;221331008839093897_30257178;;;;;;;;;;;;;;;;;;;;;;;;;
21046;https://www.instagram.com/p/-JVYR6KIYQ/;1119520009851799056_145252592;;;;;;;;;;;;;;;;;;;;;;;;;
21341;https://www.instagram.com/p/-HiewGn72_/;1119014679241276863_345902030;;;;;;;;;;;;;;;;;;;;;;;;;
65234;https://www.instagram.com/p/7P8xcNFrs7/;1067338917039487803_2036141453;;;;;;;;;;;;;;;;;;;;;;;;;
9769;https://www.instagram.com/p/-rBH2gujhR/;1129001069200422993_492963725;;;;;;;;;;;;;;;;;;;;;;;;;
49760;https://www.instagram.com/p/7xcZ4WsH1i/;1076766709717695842_1778328102;;;;;;;;;;;;;;;;;;;;;;;;;
61995;https://www.instagram.com/p/7VZegemJ46/;1068872534190497338_1540661574;;;;;;;;;;;;;;;;;;;;;;;;;
23747;https://www.instagram.com/p/97BCPkgPVP/;1115489884908352847_699510060;;;;;;;;;;;;;;;;;;;;;;;;;
104220;https://www.instagram.com/p/l8IIznCuxo/;683457032997235816_23020698;;;;;;;;;;;;;;;;;;;;;;;;;
139850;https://www.instagram.com/p/t6MZWuS-Xq/;827028000520005098_2724856;;;;;;;;;;;;;;;;;;;;;;;;;
28342;https://www.instagram.com/p/9dcAKTrRRq/;1107164239772849258_366727884;;;;;;;;;;;;;;;;;;;;;;;;;
43710;https://www.instagram.com/p/8GXXcZm_dL/;1082655526541326155_196771788;;;;;;;;;;;;;;;;;;;;;;;;;
35152;https://www.instagram.com/p/8ylVnDnkW2/;1095101872171009462_520871936;;;;;;;;;;;;;;;;;;;;;;;;;
31074;https://www.instagram.com/p/9McNrirww-/;1102380094207233086_184823010;;;;;;;;;;;;;;;;;;;;;;;;;
9656;https://www.instagram.com/p/-rcjBHxHvy/;1129121683274497010_223544381;;;;;;;;;;;;;;;;;;;;;;;;;
12983;https://www.instagram.com/p/-eXWvWSpHw/;1125439674627297776_2279064771;;;;;;;;;;;;;;;;;;;;;;;;;
4166;https://www.instagram.com/p/_Hmd6Rl97G/;1137046612138778310_1549276526;;;;;;;;;;;;;;;;;;;;;;;;;
55033;https://www.instagram.com/p/7jey8hpGH4/;1072836578602410488_2083087327;;;;;;;;;;;;;;;;;;;;;;;;;
119955;https://www.instagram.com/p/8-RYNAycpU/;1098391789154978388_1193684721;;;;;;;;;;;;;;;;;;;;;;;;;
116111;https://www.instagram.com/p/-_dAdQOB1q/;1134753205880102250_3693590;;;;;;;;;;;;;;;;;;;;;;;;;
91177;https://www.instagram.com/p/zOG_AjAFz5/;922705691850857721_254800022;;;;;;;;;;;;;;;;;;;;;;;;;
34174;https://www.instagram.com/p/85fHkVH_xE/;1097044843728731204_2079462046;;;;;;;;;;;;;;;;;;;;;;;;;
88445;https://www.instagram.com/p/05xs3bnOxE/;953011383620660292_287476850;;;;;;;;;;;;;;;;;;;;;;;;;
74556;https://www.instagram.com/p/6xX-sSLzQi/;1058732850635813922_2483020;;;;;;;;;;;;;;;;;;;;;;;;;
54008;https://www.instagram.com/p/7lugo_GgN_/;1073468639368840063_2115866663;;;;;;;;;;;;;;;;;;;;;;;;;
37280;https://www.instagram.com/p/8lBnQlq3zX/;1091285580625181911_225467782;;;;;;;;;;;;;;;;;;;;;;;;;
119161;https://www.instagram.com/p/9YU7rjgd2G/;1105725770665418118_256480118;;;;;;;;;;;;;;;;;;;;;;;;;
58140;https://www.instagram.com/p/7dk6pZwiuN/;1071174646243666829_3509233;;;;;;;;;;;;;;;;;;;;;;;;;
75689;https://www.instagram.com/p/6fxIZRSE_r/;1053776918996340715_828589626;;;;;;;;;;;;;;;;;;;;;;;;;
83407;https://www.instagram.com/p/3gxJ4rxNMp/;1000015300894446377_12809403;;;;;;;;;;;;;;;;;;;;;;;;;
95288;https://www.instagram.com/p/wQ75yOyQdM/;869458183771981644_1482089672;;;;;;;;;;;;;;;;;;;;;;;;;
133365;https://www.instagram.com/p/9WiRxxGWsh/;1105221513815616289_47306625;;;;;;;;;;;;;;;;;;;;;;;;;
96630;https://www.instagram.com/p/vE1CE3qjuq/;848035868985408426_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
108714;https://www.instagram.com/p/dSBIL3qRtU/;527489066903083860_3412629;;;;;;;;;;;;;;;;;;;;;;;;;
54631;https://www.instagram.com/p/7ksRxchxID/;1073177346590577155_607055451;;;;;;;;;;;;;;;;;;;;;;;;;
30442;https://www.instagram.com/p/9Q1cX3AsRU/;1103616954935198804_1575945176;;;;;;;;;;;;;;;;;;;;;;;;;
75232;https://www.instagram.com/p/6neygsTcgo/;1055948050113873960_238899977;;;;;;;;;;;;;;;;;;;;;;;;;
120105;https://www.instagram.com/p/83fO7QnY2v/;1096482399432052143_2218971890;;;;;;;;;;;;;;;;;;;;;;;;;
2240;https://www.instagram.com/p/_PnSuLoTWf/;1139302041099777439_519617124;;;;;;;;;;;;;;;;;;;;;;;;;
65388;https://www.instagram.com/p/7PzJO7rPlf/;1067296571591031135_649192877;;;;;;;;;;;;;;;;;;;;;;;;;
14212;https://www.instagram.com/p/-Z1lZqNpzI/;1124165248643144904_14958494;;;;;;;;;;;;;;;;;;;;;;;;;
123911;https://www.instagram.com/p/7iknH1KXF_/;1072580679409693055_15357651;;;;;;;;;;;;;;;;;;;;;;;;;
77771;https://www.instagram.com/p/5tR7qqPEaR/;1039565956038018705_1592128856;;;;;;;;;;;;;;;;;;;;;;;;;
46326;https://www.instagram.com/p/775lMVTXz_/;1079709780199439615_1603204958;;;;;;;;;;;;;;;;;;;;;;;;;
41132;https://www.instagram.com/p/8RbqaFTNUL/;1085770646653031691_1181644916;;;;;;;;;;;;;;;;;;;;;;;;;
73602;https://www.instagram.com/p/67V_2tObBd/;1061538884220465245_30743691;;;;;;;;;;;;;;;;;;;;;;;;;
33469;https://www.instagram.com/p/894JH9Ir1D/;1098280801770061123_789682222;;;;;;;;;;;;;;;;;;;;;;;;;
26171;https://www.instagram.com/p/9rKMbmvGBn/;1111026567816700007_1176223863;;;;;;;;;;;;;;;;;;;;;;;;;
119225;https://www.instagram.com/p/9WtgOqCGgu/;1105270885419870254_40220537;;;;;;;;;;;;;;;;;;;;;;;;;
19638;https://www.instagram.com/p/-M9NUFtgjg/;1120539603069438176_17448457;;;;;;;;;;;;;;;;;;;;;;;;;
36035;https://www.instagram.com/p/8tP9KSyUK9/;1093600458159243965_2212359687;;;;;;;;;;;;;;;;;;;;;;;;;
120280;https://www.instagram.com/p/8v0L8cmMOF/;1094322753711424389_611511583;;;;;;;;;;;;;;;;;;;;;;;;;
15074;https://www.instagram.com/p/-XIy1qxehi/;1123405310024083554_24609473;;;;;;;;;;;;;;;;;;;;;;;;;
135236;https://www.instagram.com/p/72HW2OwmEv/;1078081517185556783_54274247;;;;;;;;;;;;;;;;;;;;;;;;;
120366;https://www.instagram.com/p/8q6IzHjXSA/;1092941550931768448_367195860;;;;;;;;;;;;;;;;;;;;;;;;;
45904;https://www.instagram.com/p/79jxtNmKux/;1080176833067527089_225581577;;;;;;;;;;;;;;;;;;;;;;;;;
4119;https://www.instagram.com/p/_HutImNkga/;1137082842681329690_204928473;;;;;;;;;;;;;;;;;;;;;;;;;
131388;https://www.instagram.com/p/-PB3OzjvQM/;1121123025753666572_10145956;;;;;;;;;;;;;;;;;;;;;;;;;
39623;https://www.instagram.com/p/8Yw42lgFs7/;1087834323144432443_1709770021;;;;;;;;;;;;;;;;;;;;;;;;;
39333;https://www.instagram.com/p/8aQpuusZ2j/;1088255496381636003_276998174;;;;;;;;;;;;;;;;;;;;;;;;;
65038;https://www.instagram.com/p/7QJZt5unAi/;1067394461379227682_539963739;;;;;;;;;;;;;;;;;;;;;;;;;
84566;https://www.instagram.com/p/26rzhKySO8/;989295724468970428_1134679;;;;;;;;;;;;;;;;;;;;;;;;;
68102;https://www.instagram.com/p/7ModE8OZsQ/;1066405131810609936_227338685;;;;;;;;;;;;;;;;;;;;;;;;;
67621;https://www.instagram.com/p/7NLb06hYoU/;1066558977510574612_2750353;;;;;;;;;;;;;;;;;;;;;;;;;
91704;https://www.instagram.com/p/y6W5f-km_S/;917146182492516306_30681178;;;;;;;;;;;;;;;;;;;;;;;;;
116163;https://www.instagram.com/p/-7oJlbHltN/;1133676311732968269_2308416941;;;;;;;;;;;;;;;;;;;;;;;;;
115982;https://www.instagram.com/p/_ESC5uOD4_/;1136112370259082815_2254933598;;;;;;;;;;;;;;;;;;;;;;;;;
13814;https://www.instagram.com/p/-bp0Kgg8DL/;1124676436561739979_390239;;;;;;;;;;;;;;;;;;;;;;;;;
94673;https://www.instagram.com/p/w3dZnARDlj/;880301555390364003_23944365;;;;;;;;;;;;;;;;;;;;;;;;;
58405;https://www.instagram.com/p/7dL-Pwg9y9/;1071064942423301309_1967325246;;;;;;;;;;;;;;;;;;;;;;;;;
39058;https://www.instagram.com/p/8bQ1-MKxbp/;1088537812592695017_242547756;;;;;;;;;;;;;;;;;;;;;;;;;
30497;https://www.instagram.com/p/9QlQc2DBWG/;1103545766909842822_550772;;;;;;;;;;;;;;;;;;;;;;;;;
74218;https://www.instagram.com/p/61n-8tq_k_/;1059929136927865151_549382813;;;;;;;;;;;;;;;;;;;;;;;;;
45041;https://www.instagram.com/p/8A722lxNJg/;1081127164780532320_361244403;;;;;;;;;;;;;;;;;;;;;;;;;
5336;https://www.instagram.com/p/_CL_Ping3Z/;1135522780576353753_278576922;;;;;;;;;;;;;;;;;;;;;;;;;
116464;https://www.instagram.com/p/-wuknfmsC_/;1130608332916834495_1149386711;;;;;;;;;;;;;;;;;;;;;;;;;
72950;https://www.instagram.com/p/7AEgjMvs1d/;1062869341063531869_213354018;;;;;;;;;;;;;;;;;;;;;;;;;
42332;https://www.instagram.com/p/8MFe2Bia-f/;1084265720114163615_1674865618;;;;;;;;;;;;;;;;;;;;;;;;;
83304;https://www.instagram.com/p/3jXNiWPzFK/;1000745627509797194_1435504043;;;;;;;;;;;;;;;;;;;;;;;;;
43888;https://www.instagram.com/p/8F1EFFE893/;1082504662249361271_8956266;;;;;;;;;;;;;;;;;;;;;;;;;
38874;https://www.instagram.com/p/8cW5S6ih_c/;1088845904259719132_458080646;;;;;;;;;;;;;;;;;;;;;;;;;
51472;https://www.instagram.com/p/7svT1ijeE7/;1075442482378826043_48830887;;;;;;;;;;;;;;;;;;;;;;;;;
48338;https://www.instagram.com/p/71KTOfoTZb/;1077812987523315291_519617124;;;;;;;;;;;;;;;;;;;;;;;;;
123181;https://www.instagram.com/p/7w_DfqRVEB/;1076637628025360641_10594435;;;;;;;;;;;;;;;;;;;;;;;;;
133323;https://www.instagram.com/p/9YhUrTN3-g/;1105780264937160608_2010983550;;;;;;;;;;;;;;;;;;;;;;;;;
101490;https://www.instagram.com/p/prz-H2qjh_/;750922332300261503_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
65798;https://www.instagram.com/p/7PRwIhChzd/;1067149711179914461_1475700646;;;;;;;;;;;;;;;;;;;;;;;;;
36862;https://www.instagram.com/p/8nnTWsjSB_/;1092014288514392191_1608425839;;;;;;;;;;;;;;;;;;;;;;;;;
870;https://www.instagram.com/p/_XG7S_jUKb/;1141411493683479195_1619540847;;;;;;;;;;;;;;;;;;;;;;;;;
80678;https://www.instagram.com/p/4ZF8o9qIep/;1015869348334045097_1424987592;;;;;;;;;;;;;;;;;;;;;;;;;
88726;https://www.instagram.com/p/0wDS2Uk4d0/;950274010792560500_1729211248;;;;;;;;;;;;;;;;;;;;;;;;;
134984;https://www.instagram.com/p/794r9Qxgx6/;1080268796960574586_178939482;;;;;;;;;;;;;;;;;;;;;;;;;
39127;https://www.instagram.com/p/8bBuqEwQ52/;1088471339259465334_308289162;;;;;;;;;;;;;;;;;;;;;;;;;
18830;https://www.instagram.com/p/-OrpZeEuye/;1121025318108458142_8176210;;;;;;;;;;;;;;;;;;;;;;;;;
73688;https://www.instagram.com/p/665G89HRcc/;1061411828616992540_510501860;;;;;;;;;;;;;;;;;;;;;;;;;
126367;https://www.instagram.com/p/7IY_2NNMVR/;1065211252520043857_348063376;;;;;;;;;;;;;;;;;;;;;;;;;
108914;https://www.instagram.com/p/c8Ge3NJT_9/;521320166007848957_220787382;;;;;;;;;;;;;;;;;;;;;;;;;
8101;https://www.instagram.com/p/-zg0kQgguG/;1131392281232935814_509230129;;;;;;;;;;;;;;;;;;;;;;;;;
32829;https://www.instagram.com/p/9BwoUfO8zG/;1099373661065563334_9603826;;;;;;;;;;;;;;;;;;;;;;;;;
39328;https://www.instagram.com/p/8aRTGwPKqD/;1088258339675875971_44823881;;;;;;;;;;;;;;;;;;;;;;;;;
54327;https://www.instagram.com/p/7lLOORn8y5/;1073313442110098617_2071447034;;;;;;;;;;;;;;;;;;;;;;;;;
8644;https://www.instagram.com/p/-wwKTsLKnk/;1130615321039514084_2278977857;;;;;;;;;;;;;;;;;;;;;;;;;
39794;https://www.instagram.com/p/8YUS8wqLfp/;1087708573131651049_50767604;;;;;;;;;;;;;;;;;;;;;;;;;
123869;https://www.instagram.com/p/7jFLIaEtiK/;1072723891418486922_317546205;;;;;;;;;;;;;;;;;;;;;;;;;
120517;https://www.instagram.com/p/8mDkP6qzO8/;1091575644815045564_7777763;;;;;;;;;;;;;;;;;;;;;;;;;
10621;https://www.instagram.com/p/-meIXus6rc/;1127721273333623516_268008305;;;;;;;;;;;;;;;;;;;;;;;;;
46684;https://www.instagram.com/p/76RdQDMBto/;1079251837597522792_214178077;;;;;;;;;;;;;;;;;;;;;;;;;
117150;https://www.instagram.com/p/-XZLCTkPOk/;1123477341605000100_193556083;;;;;;;;;;;;;;;;;;;;;;;;;
133557;https://www.instagram.com/p/9H9ZIGJrHc/;1101118641432605148_1634837475;;;;;;;;;;;;;;;;;;;;;;;;;
72264;https://www.instagram.com/p/7D8kwLCDci/;1063960345406093090_1620755524;;;;;;;;;;;;;;;;;;;;;;;;;
134886;https://www.instagram.com/p/8Bcf-kiPKU/;1081270728336667284_2154080571;;;;;;;;;;;;;;;;;;;;;;;;;
52501;https://www.instagram.com/p/7p8x8iF1SK/;1074657301146064010_273571492;;;;;;;;;;;;;;;;;;;;;;;;;
11640;https://www.instagram.com/p/-idPX-ScBa/;1126591456678101082_507484719;;;;;;;;;;;;;;;;;;;;;;;;;
26157;https://www.instagram.com/p/9rOiCbypzd/;1111045644804070621_1545234774;;;;;;;;;;;;;;;;;;;;;;;;;
62926;https://www.instagram.com/p/7TXrpPgk-z/;1068301690907807667_1485625146;;;;;;;;;;;;;;;;;;;;;;;;;
120038;https://www.instagram.com/p/85_a5phIaC/;1097186909777856130_318620288;;;;;;;;;;;;;;;;;;;;;;;;;
41052;https://www.instagram.com/p/8SMiaPIZxW/;1085985601341201494_2922150;;;;;;;;;;;;;;;;;;;;;;;;;
74296;https://www.instagram.com/p/60QB1TIKD-/;1059542307031785726_211127087;;;;;;;;;;;;;;;;;;;;;;;;;
133428;https://www.instagram.com/p/9RIuRlmJ2S/;1103701748034870674_1469161574;;;;;;;;;;;;;;;;;;;;;;;;;
94448;https://www.instagram.com/p/xH4xUoIfbU/;884925531808724692_560697172;;;;;;;;;;;;;;;;;;;;;;;;;
13522;https://www.instagram.com/p/-cecTKFuhI/;1124907893046831176_22386465;;;;;;;;;;;;;;;;;;;;;;;;;
93015;https://www.instagram.com/p/yEk1qAxPOI/;902007842297672584_492934411;;;;;;;;;;;;;;;;;;;;;;;;;
14694;https://www.instagram.com/p/-YqpiNRg7K/;1123835679210868426_1380549482;;;;;;;;;;;;;;;;;;;;;;;;;
119717;https://www.instagram.com/p/9G8Syinv9-/;1100832332947849086_28801982;;;;;;;;;;;;;;;;;;;;;;;;;
60435;https://www.instagram.com/p/7YpoSRBk0G/;1069787999799495942_259725402;;;;;;;;;;;;;;;;;;;;;;;;;
97306;https://www.instagram.com/p/uaxJ7KKjgH/;836196867106289671_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
109035;https://www.instagram.com/p/ctj6QzFdVj/;517227467611952483_460936396;;;;;;;;;;;;;;;;;;;;;;;;;
11563;https://www.instagram.com/p/-i2KlvxQAA/;1126701079032299520_1162304415;;;;;;;;;;;;;;;;;;;;;;;;;
1094;https://www.instagram.com/p/_WCiTouMwr/;1141110709224524843_1764023634;;;;;;;;;;;;;;;;;;;;;;;;;
82556;https://www.instagram.com/p/38dZmCODYM/;1007809718799316492_2016443596;;;;;;;;;;;;;;;;;;;;;;;;;
29814;https://www.instagram.com/p/9Uqm_Srsuf/;1104695205865376671_942637993;;;;;;;;;;;;;;;;;;;;;;;;;
80483;https://www.instagram.com/p/4e4jciKpEc/;1017499292256604444_2047012723;;;;;;;;;;;;;;;;;;;;;;;;;
22699;https://www.instagram.com/p/-CCH3mzaBu/;1117464994377474158_16824967;;;;;;;;;;;;;;;;;;;;;;;;;
43455;https://www.instagram.com/p/8HQxhrkV7-/;1082908007568858878_1791731110;;;;;;;;;;;;;;;;;;;;;;;;;
48779;https://www.instagram.com/p/70Mhgpo31G/;1077541290207575366_191062270;;;;;;;;;;;;;;;;;;;;;;;;;
71069;https://www.instagram.com/p/7JGMqAgAoV/;1065410044868168213_30625001;;;;;;;;;;;;;;;;;;;;;;;;;
57165;https://www.instagram.com/p/7f1lJGHpSi/;1071810885189538978_1296866956;;;;;;;;;;;;;;;;;;;;;;;;;
33230;https://www.instagram.com/p/8_FsIyJsA8/;1098621857422557244_308152479;;;;;;;;;;;;;;;;;;;;;;;;;
88749;https://www.instagram.com/p/0ux5mBE_Yo/;949916033531246120_431806276;;;;;;;;;;;;;;;;;;;;;;;;;
6786;https://www.instagram.com/p/-6NNhkEH31/;1133276360233483765_1736776054;;;;;;;;;;;;;;;;;;;;;;;;;
48558;https://www.instagram.com/p/70oIncB8Kn/;1077662724810850983_686020495;;;;;;;;;;;;;;;;;;;;;;;;;
30323;https://www.instagram.com/p/9ROW3myJGH/;1103726527868604807_447719643;;;;;;;;;;;;;;;;;;;;;;;;;
2043;https://www.instagram.com/p/_RBgCWIf7F0BwuddvEWtnglv4tSZuo7zXRNRU0/;1139698780290023109_20067174;;;;;;;;;;;;;;;;;;;;;;;;;
33949;https://www.instagram.com/p/86XQkene4N/;1097291752967892493_2084296914;;;;;;;;;;;;;;;;;;;;;;;;;
116946;https://www.instagram.com/p/-eaL2SS3D8/;1125452120301727996_1066534827;;;;;;;;;;;;;;;;;;;;;;;;;
120527;https://www.instagram.com/p/8l9SzzSrXe/;1091548058116339166_254229780;;;;;;;;;;;;;;;;;;;;;;;;;
26039;https://www.instagram.com/p/9sV5qvBLzk/;1111359529926573284_254220302;;;;;;;;;;;;;;;;;;;;;;;;;
100974;https://www.instagram.com/p/qTmtWsDevg/;762123004461050848_20015889;;;;;;;;;;;;;;;;;;;;;;;;;
11412;https://www.instagram.com/p/-jYNWNhCiy/;1126850802091305138_441780265;;;;;;;;;;;;;;;;;;;;;;;;;
44957;https://www.instagram.com/p/8BLBmDLnUJ/;1081193873632294153_145877972;;;;;;;;;;;;;;;;;;;;;;;;;
71618;https://www.instagram.com/p/7H5wRmClsy/;1065073842974251826_6785661;;;;;;;;;;;;;;;;;;;;;;;;;
87655;https://www.instagram.com/p/1bLyF1reR8/;962414766128489596_10317936;;;;;;;;;;;;;;;;;;;;;;;;;
3489;https://www.instagram.com/p/_KRn1uKLf6/;1137799360397490170_2038082604;;;;;;;;;;;;;;;;;;;;;;;;;
50082;https://www.instagram.com/p/7wWDbaRCY2/;1076457303554926134_1022569360;;;;;;;;;;;;;;;;;;;;;;;;;
51563;https://www.instagram.com/p/7sjrRpx4Zp/;1075391316554647145_1315449576;;;;;;;;;;;;;;;;;;;;;;;;;
51206;https://www.instagram.com/p/7tQXElM1DG/;1075587840222646470_1232963283;;;;;;;;;;;;;;;;;;;;;;;;;
27074;https://www.instagram.com/p/9lw58ivWEG/;1109507971466748166_1451553927;;;;;;;;;;;;;;;;;;;;;;;;;
36096;https://www.instagram.com/p/8tBB6crzS8/;1093534814045156540_1555068020;;;;;;;;;;;;;;;;;;;;;;;;;
34479;https://www.instagram.com/p/83QOIFLdUu/;1096416373781681454_25672932;;;;;;;;;;;;;;;;;;;;;;;;;
84669;https://www.instagram.com/p/24B38_ygJ8/;988548361320268412_1289179735;;;;;;;;;;;;;;;;;;;;;;;;;
101564;https://www.instagram.com/p/pn-9CbD5LR/;749844736353735377_175395995;;;;;;;;;;;;;;;;;;;;;;;;;
34954;https://www.instagram.com/p/80T4urRI2K/;1095588070650318218_42549386;;;;;;;;;;;;;;;;;;;;;;;;;
110454;https://www.instagram.com/p/alYSyUG2co/;478895779476105000_224416752;;;;;;;;;;;;;;;;;;;;;;;;;
24482;https://www.instagram.com/p/92mTsGmwuY/;1114246436613720984_1681616729;;;;;;;;;;;;;;;;;;;;;;;;;
29577;https://www.instagram.com/p/9WNl-OmGNb/;1105130542608180059_30001559;;;;;;;;;;;;;;;;;;;;;;;;;
31361;https://www.instagram.com/p/9LEL08BEPu/;1101992938763994094_2202590271;;;;;;;;;;;;;;;;;;;;;;;;;
52860;https://www.instagram.com/p/7pNSiwPwXn/;1074448434976458215_434032;;;;;;;;;;;;;;;;;;;;;;;;;
116238;https://www.instagram.com/p/-4LX5DJ4sY/;1132705326599473944_272727529;;;;;;;;;;;;;;;;;;;;;;;;;
111241;https://www.instagram.com/p/XXDa4xgwUc/;420820131988571420_143665192;;;;;;;;;;;;;;;;;;;;;;;;;
46782;https://www.instagram.com/p/76AetRGBRr/;1079177170898130027_272916540;;;;;;;;;;;;;;;;;;;;;;;;;
133272;https://www.instagram.com/p/9bYxf6I9-h6ABnMhifEK2p1BftWPjXKRcUTn40/;1106587088081641377_1352092294;;;;;;;;;;;;;;;;;;;;;;;;;
10556;https://www.instagram.com/p/-mu4J4j7lS/;1127794925745715538_18221005;;;;;;;;;;;;;;;;;;;;;;;;;
38641;https://www.instagram.com/p/8deFJ8pbDV/;1089158980567412949_2200512411;;;;;;;;;;;;;;;;;;;;;;;;;
69868;https://www.instagram.com/p/7K7Jp8KSlc/;1065924410078734684_406867633;;;;;;;;;;;;;;;;;;;;;;;;;
120866;https://www.instagram.com/p/8eTuJVAFzu/;1089394893865901294_1489805022;;;;;;;;;;;;;;;;;;;;;;;;;
96965;https://www.instagram.com/p/uvNaXaKHP5/;841950641787532281_1152242587;;;;;;;;;;;;;;;;;;;;;;;;;
45654;https://www.instagram.com/p/7-YsACnDTm/;1080409537432532198_8871804;;;;;;;;;;;;;;;;;;;;;;;;;
30134;https://www.instagram.com/p/9SwCWYTSjh/;1104156126360709345_1284954937;;;;;;;;;;;;;;;;;;;;;;;;;
36429;https://www.instagram.com/p/8qeMxbuD-A/;1092818678698229632_1780068598;;;;;;;;;;;;;;;;;;;;;;;;;
136039;https://www.instagram.com/p/7e7FeJlP48/;1071553622075309628_8271342;;;;;;;;;;;;;;;;;;;;;;;;;
13540;https://www.instagram.com/p/-cZozIGNy2/;1124886761774308534_217106590;;;;;;;;;;;;;;;;;;;;;;;;;
72192;https://www.instagram.com/p/7EVRvUjsYL/;1064068989984884235_30970944;;;;;;;;;;;;;;;;;;;;;;;;;
62964;https://www.instagram.com/p/7TTUROplRT/;1068282492389577811_326877452;;;;;;;;;;;;;;;;;;;;;;;;;
94962;https://www.instagram.com/p/wkB38zEcpe/;874832470515763806_10321137;;;;;;;;;;;;;;;;;;;;;;;;;
86398;https://www.instagram.com/p/1-8lOHLxht/;972481010122823789_1795968013;;;;;;;;;;;;;;;;;;;;;;;;;
1871;https://www.instagram.com/p/_R8AGqFV5J/;1139956070640606793_444171366;;;;;;;;;;;;;;;;;;;;;;;;;
122683;https://www.instagram.com/p/75CGrOFG-H/;1078902840548945799_1589616306;;;;;;;;;;;;;;;;;;;;;;;;;
3631;https://www.instagram.com/p/_J-l4eCCcY/;1137715663025481496_1580700520;;;;;;;;;;;;;;;;;;;;;;;;;
29794;https://www.instagram.com/p/9VA2AYipEp/;1104792994852802857_1974275675;;;;;;;;;;;;;;;;;;;;;;;;;
119812;https://www.instagram.com/p/9DvmmLTB8n/;1099932094526398247_1664514870;;;;;;;;;;;;;;;;;;;;;;;;;
109036;https://www.instagram.com/p/ctjuCWFdVX/;517226627459306839_460936396;;;;;;;;;;;;;;;;;;;;;;;;;
2858;https://www.instagram.com/p/_Mk_BdnCyh/;1138447466389843105_226721802;;;;;;;;;;;;;;;;;;;;;;;;;
55504;https://www.instagram.com/p/7ii1vrHSEK/;1072572888170438922_292276863;;;;;;;;;;;;;;;;;;;;;;;;;
19918;https://www.instagram.com/p/-Mejb5glZy/;1120404783841302130_1951265148;;;;;;;;;;;;;;;;;;;;;;;;;
54611;https://www.instagram.com/p/7kuEf9kWQn/;1073185230557373479_30596112;;;;;;;;;;;;;;;;;;;;;;;;;
32316;https://www.instagram.com/p/9E8hkxoPXU/;1100270399005980116_1159932108;;;;;;;;;;;;;;;;;;;;;;;;;
69523;https://www.instagram.com/p/7LLmWesxPJ/;1065996750792365001_2037418267;;;;;;;;;;;;;;;;;;;;;;;;;
15170;https://www.instagram.com/p/-W4F6nBLfI/;1123331854209169352_310305300;;;;;;;;;;;;;;;;;;;;;;;;;
115798;https://www.instagram.com/p/_KcnVLhn9C/;1137847703968317250_403620414;;;;;;;;;;;;;;;;;;;;;;;;;
13101;https://www.instagram.com/p/-eGYx1yB5r/;1125365047951367787_19019614;;;;;;;;;;;;;;;;;;;;;;;;;
22259;https://www.instagram.com/p/-EPBYasiMQ/;1118084673129554704_649058207;;;;;;;;;;;;;;;;;;;;;;;;;
